Entry	Organism	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (CLASS)	Taxonomic lineage (ORDER)	Taxonomic lineage (FAMILY)	Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)
A0A0P0CCC4	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGQ4	uncultured archaeon	Archaea						uncultured archaeon
A0A2L0WVJ7	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIG9	uncultured archaeon	Archaea						uncultured archaeon
A0A097BUD6	uncultured archaeon	Archaea						uncultured archaeon
L7X4L8	uncultured archaeon	Archaea						uncultured archaeon
A0A172MH47	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5ARW4	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIK3	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AS07	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQM3	uncultured archaeon	Archaea						uncultured archaeon
A0A346I4Q0	uncultured archaeon	Archaea						uncultured archaeon
T1YWT4	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJN3	uncultured archaeon	Archaea						uncultured archaeon
A0A346I574	uncultured archaeon	Archaea						uncultured archaeon
A0A345GRI4	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5M5	uncultured archaeon	Archaea						uncultured archaeon
A0A516FFU0	uncultured archaeon	Archaea						uncultured archaeon
L7X2B8	uncultured archaeon	Archaea						uncultured archaeon
A0A346I583	uncultured archaeon	Archaea						uncultured archaeon
K4FAN7	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIK6	uncultured archaeon	Archaea						uncultured archaeon
K4F8Q1	uncultured archaeon	Archaea						uncultured archaeon
T1W2L6	uncultured archaeon	Archaea						uncultured archaeon
T1YXD0	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGP2	uncultured archaeon	Archaea						uncultured archaeon
A0A172MHC3	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGY1	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJU3	uncultured archaeon	Archaea						uncultured archaeon
D5L893	uncultured archaeon	Archaea						uncultured archaeon
A0A346I502	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQY4	uncultured archaeon	Archaea						uncultured archaeon
K4F4T6	uncultured archaeon	Archaea						uncultured archaeon
T1YY78	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHN8	uncultured archaeon	Archaea						uncultured archaeon
K4F4A1	uncultured archaeon	Archaea						uncultured archaeon
A0A097BU87	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5U6	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQN4	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CI94	uncultured archaeon	Archaea						uncultured archaeon
W6JM90	uncultured archaeon	Archaea						uncultured archaeon
A0A097BUE9	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0RSL7	uncultured archaeon	Archaea						uncultured archaeon
A0A097BUJ4	uncultured archaeon	Archaea						uncultured archaeon
K4F4N4	uncultured archaeon	Archaea						uncultured archaeon
K4FAD8	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0BW63	uncultured archaeon	Archaea						uncultured archaeon
K4F8K1	uncultured archaeon	Archaea						uncultured archaeon
L7X1J4	uncultured archaeon	Archaea						uncultured archaeon
K4FAN0	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CQ73	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQL4	uncultured archaeon	Archaea						uncultured archaeon
A0A097BUH1	uncultured archaeon	Archaea						uncultured archaeon
A0A516FFY5	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5ARZ0	uncultured archaeon	Archaea						uncultured archaeon
A0A2L0WVF7	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0RSM1	uncultured archaeon	Archaea						uncultured archaeon
A0A291I7Y3	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AR48	uncultured archaeon	Archaea						uncultured archaeon
A0A516FH02	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQV9	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQ70	uncultured archaeon	Archaea						uncultured archaeon
A0A516FI18	uncultured archaeon	Archaea						uncultured archaeon
W8GP83	uncultured archaeon	Archaea						uncultured archaeon
G3FGZ7	crenarchaeote SCGC AAA007-N19	Archaea	Crenarchaeota					crenarchaeote SCGC AAA007-N19
A0A0A7RQA1	uncultured archaeon	Archaea						uncultured archaeon
K4F4F0	uncultured archaeon	Archaea						uncultured archaeon
A0A516FI53	uncultured archaeon	Archaea						uncultured archaeon
R9ZWP8	uncultured archaeon	Archaea						uncultured archaeon
K4F4W6	uncultured archaeon	Archaea						uncultured archaeon
G9MA66	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A345GR57	uncultured archaeon	Archaea						uncultured archaeon
K4F8S2	uncultured archaeon	Archaea						uncultured archaeon
A0A1B1W685	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
K4F409	uncultured archaeon	Archaea						uncultured archaeon
U6A0H3	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
K4F4E5	uncultured archaeon	Archaea						uncultured archaeon
D3KYS9	Nitrosopumilus zosterae	Archaea	Thaumarchaeota		Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus zosterae
K4F5M5	uncultured archaeon	Archaea						uncultured archaeon
A0A172MH30	uncultured archaeon	Archaea						uncultured archaeon
A0A172MGP3	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CHU3	uncultured archaeon	Archaea						uncultured archaeon
A0A346I6H1	uncultured archaeon	Archaea						uncultured archaeon
K4F4I5	uncultured archaeon	Archaea						uncultured archaeon
W8PTH1	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AS53	uncultured archaeon	Archaea						uncultured archaeon
K4F4F9	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0BWT9	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0RSK7	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5A2	uncultured archaeon	Archaea						uncultured archaeon
A0A516FFS6	uncultured archaeon	Archaea						uncultured archaeon
A0A291I845	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQU5	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQ53	uncultured archaeon	Archaea						uncultured archaeon
K4F8Q4	uncultured archaeon	Archaea						uncultured archaeon
T1W2M9	uncultured archaeon	Archaea						uncultured archaeon
K4F3M1	uncultured archaeon	Archaea						uncultured archaeon
E2J818	uncultured archaeon	Archaea						uncultured archaeon
K4F531	uncultured archaeon	Archaea						uncultured archaeon
K4F4B1	uncultured archaeon	Archaea						uncultured archaeon
A0A172MHB2	uncultured archaeon	Archaea						uncultured archaeon
R4TR46	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIQ9	uncultured archaeon	Archaea						uncultured archaeon
K4F4D8	uncultured archaeon	Archaea						uncultured archaeon
K4FAH2	uncultured archaeon	Archaea						uncultured archaeon
A0A1B1W679	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A0A1EGB6	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQC2	uncultured archaeon	Archaea						uncultured archaeon
B3Y8G4	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G733	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G6Z8	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
B3Y8E9	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
B3Y8H1	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
K9MRI9	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G740	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
C6L8J9	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
B3Y8I4	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A0A1B1W6B5	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A7S5ZWD4	uncultured archaeon	Archaea						uncultured archaeon
A0A7S6CZ38	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJB0	uncultured archaeon	Archaea						uncultured archaeon
A0A516FG33	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQZ0	uncultured archaeon	Archaea						uncultured archaeon
A0A516FH13	uncultured archaeon	Archaea						uncultured archaeon
K4F3V0	uncultured archaeon	Archaea						uncultured archaeon
A0A346I6G9	uncultured archaeon	Archaea						uncultured archaeon
K4F3Q1	uncultured archaeon	Archaea						uncultured archaeon
A0A346I678	uncultured archaeon	Archaea						uncultured archaeon
A0A2R3ZD57	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQS2	uncultured archaeon	Archaea						uncultured archaeon
T1YWP6	uncultured archaeon	Archaea						uncultured archaeon
K4FAI2	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AS39	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQQ3	uncultured archaeon	Archaea						uncultured archaeon
A0A345GRC7	uncultured archaeon	Archaea						uncultured archaeon
K4F4J5	uncultured archaeon	Archaea						uncultured archaeon
K4F521	uncultured archaeon	Archaea						uncultured archaeon
A0A516FG64	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQ20	uncultured archaeon	Archaea						uncultured archaeon
A0A516FH60	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGA8	uncultured archaeon	Archaea						uncultured archaeon
K4FAH6	uncultured archaeon	Archaea						uncultured archaeon
K4F454	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHM2	uncultured archaeon	Archaea						uncultured archaeon
K4F4U4	uncultured archaeon	Archaea						uncultured archaeon
K4F557	uncultured archaeon	Archaea						uncultured archaeon
A0A346I4Z6	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIE9	uncultured archaeon	Archaea						uncultured archaeon
A0A346I6T6	uncultured archaeon	Archaea						uncultured archaeon
A0A345GR14	uncultured archaeon	Archaea						uncultured archaeon
W8Q1T5	uncultured archaeon	Archaea						uncultured archaeon
H2D5U7	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0C5D8	uncultured archaeon	Archaea						uncultured archaeon
A0A172MGQ8	uncultured archaeon	Archaea						uncultured archaeon
T1WPJ8	uncultured archaeon	Archaea						uncultured archaeon
A0A089NBA3	uncultured archaeon	Archaea						uncultured archaeon
A0A345GPW2	uncultured archaeon	Archaea						uncultured archaeon
K4F544	uncultured archaeon	Archaea						uncultured archaeon
T1W405	uncultured archaeon	Archaea						uncultured archaeon
A0A345GR10	uncultured archaeon	Archaea						uncultured archaeon
K4F4U6	uncultured archaeon	Archaea						uncultured archaeon
R9ZT53	uncultured archaeon	Archaea						uncultured archaeon
A0A7S6CZL4	uncultured archaeon	Archaea						uncultured archaeon
G9HWF5	uncultured archaeon	Archaea						uncultured archaeon
E5RSQ8	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A1ILV3	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G714	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
G3FH49	crenarchaeote SCGC AAA288-N06	Archaea	Crenarchaeota					crenarchaeote SCGC AAA288-N06
G3FH04	crenarchaeote SCGC AAA008-G11	Archaea	Crenarchaeota					crenarchaeote SCGC AAA008-G11
K4F5K2	uncultured archaeon	Archaea						uncultured archaeon
A0A346I687	uncultured archaeon	Archaea						uncultured archaeon
K4F549	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGJ6	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CCE7	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0RSR5	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5APT3	uncultured archaeon	Archaea						uncultured archaeon
T1W2E5	uncultured archaeon	Archaea						uncultured archaeon
A0A346I4V2	uncultured archaeon	Archaea						uncultured archaeon
W8GGM9	uncultured archaeon	Archaea						uncultured archaeon
K4F508	uncultured archaeon	Archaea						uncultured archaeon
K4F3Q7	uncultured archaeon	Archaea						uncultured archaeon
K4F8J9	uncultured archaeon	Archaea						uncultured archaeon
A0A291I7X4	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0BX04	uncultured archaeon	Archaea						uncultured archaeon
K4F4E3	uncultured archaeon	Archaea						uncultured archaeon
A0A345GRA5	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQS1	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHP6	uncultured archaeon	Archaea						uncultured archaeon
A0A2L0WVH3	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHZ1	uncultured archaeon	Archaea						uncultured archaeon
A0A097BUL7	uncultured archaeon	Archaea						uncultured archaeon
A0A346I6C8	uncultured archaeon	Archaea						uncultured archaeon
A0A345GR23	uncultured archaeon	Archaea						uncultured archaeon
K4FAR2	uncultured archaeon	Archaea						uncultured archaeon
A0A345GRB2	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJB7	uncultured archaeon	Archaea						uncultured archaeon
T1YWS3	uncultured archaeon	Archaea						uncultured archaeon
A0A291I851	uncultured archaeon	Archaea						uncultured archaeon
A0A345GPU6	uncultured archaeon	Archaea						uncultured archaeon
W8Q1U0	uncultured archaeon	Archaea						uncultured archaeon
W6JQF8	uncultured archaeon	Archaea						uncultured archaeon
A0A097BUE8	uncultured archaeon	Archaea						uncultured archaeon
A0A346I4R4	uncultured archaeon	Archaea						uncultured archaeon
A0A516FFW3	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQC9	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGG9	uncultured archaeon	Archaea						uncultured archaeon
T1W2I2	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHF5	uncultured archaeon	Archaea						uncultured archaeon
T1YXZ1	uncultured archaeon	Archaea						uncultured archaeon
A0A172MH02	uncultured archaeon	Archaea						uncultured archaeon
A0A172MGP2	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CBV9	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0RSJ3	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJJ2	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQI4	uncultured archaeon	Archaea						uncultured archaeon
A0A346I580	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0RT54	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQQ0	uncultured archaeon	Archaea						uncultured archaeon
A0A516FI75	uncultured archaeon	Archaea						uncultured archaeon
A0A346I503	uncultured archaeon	Archaea						uncultured archaeon
K4F4D6	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQL2	uncultured archaeon	Archaea						uncultured archaeon
K4FAR4	uncultured archaeon	Archaea						uncultured archaeon
A0A346I6A9	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5X8	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5Q5	uncultured archaeon	Archaea						uncultured archaeon
A0A346I713	uncultured archaeon	Archaea						uncultured archaeon
K4F434	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGL1	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIL3	uncultured archaeon	Archaea						uncultured archaeon
K4F8N5	uncultured archaeon	Archaea						uncultured archaeon
K4F8J5	uncultured archaeon	Archaea						uncultured archaeon
T1YWT2	uncultured archaeon	Archaea						uncultured archaeon
G3FGX7	crenarchaeote SCGC AAA001-B06	Archaea	Crenarchaeota					crenarchaeote SCGC AAA001-B06
A0A3G5ARS0	uncultured archaeon	Archaea						uncultured archaeon
K4F477	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGX7	uncultured archaeon	Archaea						uncultured archaeon
W8QM80	uncultured archaeon	Archaea						uncultured archaeon
A0A0K2D5B0	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5T1	uncultured archaeon	Archaea						uncultured archaeon
K4F4Z1	uncultured archaeon	Archaea						uncultured archaeon
A0A516FFR2	uncultured archaeon	Archaea						uncultured archaeon
A0A346I606	uncultured archaeon	Archaea						uncultured archaeon
A0A2L0WVI4	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5APN1	uncultured archaeon	Archaea						uncultured archaeon
A0A0N7HVF2	uncultured archaeon	Archaea						uncultured archaeon
K4FAG8	uncultured archaeon	Archaea						uncultured archaeon
A0A2L0WVI8	uncultured archaeon	Archaea						uncultured archaeon
A0A346I6M8	uncultured archaeon	Archaea						uncultured archaeon
T1YWX0	uncultured archaeon	Archaea						uncultured archaeon
W6JNM5	uncultured archaeon	Archaea						uncultured archaeon
A0A516FG15	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AR96	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0BWZ6	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIJ8	uncultured archaeon	Archaea						uncultured archaeon
A0A291I841	uncultured archaeon	Archaea						uncultured archaeon
T1YY39	uncultured archaeon	Archaea						uncultured archaeon
K4F564	uncultured archaeon	Archaea						uncultured archaeon
A0A346I683	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0C5C6	uncultured archaeon	Archaea						uncultured archaeon
A0A097BU97	uncultured archaeon	Archaea						uncultured archaeon
A0A516FH76	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJJ7	uncultured archaeon	Archaea						uncultured archaeon
A0A097BUH8	uncultured archaeon	Archaea						uncultured archaeon
D0G718	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A0A0P0RSR2	uncultured archaeon	Archaea						uncultured archaeon
G3FH05	crenarchaeote SCGC AAA008-I15	Archaea	Crenarchaeota					crenarchaeote SCGC AAA008-I15
G3FH13	crenarchaeote SCGC AAA008-O18	Archaea	Crenarchaeota					crenarchaeote SCGC AAA008-O18
A0A1B1W669	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A1B1W683	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A1B1W638	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A1B1W670	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
G3FGZ1	crenarchaeote SCGC AAA007-C21	Archaea	Crenarchaeota					crenarchaeote SCGC AAA007-C21
A0A7S5ZW61	uncultured archaeon	Archaea						uncultured archaeon
A0A2R3ZDA6	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHZ4	uncultured archaeon	Archaea						uncultured archaeon
W8GL42	uncultured archaeon	Archaea						uncultured archaeon
T1YVQ5	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0RSL4	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0RT59	uncultured archaeon	Archaea						uncultured archaeon
K4F575	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJI6	uncultured archaeon	Archaea						uncultured archaeon
L7X272	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5Z9	uncultured archaeon	Archaea						uncultured archaeon
A0A346I651	uncultured archaeon	Archaea						uncultured archaeon
K4F3T9	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AR24	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5ARW3	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQF6	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0RT27	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5APP8	uncultured archaeon	Archaea						uncultured archaeon
K4F5C0	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJC8	uncultured archaeon	Archaea						uncultured archaeon
A0A172MGM9	uncultured archaeon	Archaea						uncultured archaeon
A0A345GPY0	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGG7	uncultured archaeon	Archaea						uncultured archaeon
W8GGY9	uncultured archaeon	Archaea						uncultured archaeon
A0A516FFT4	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CN90	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5M4	uncultured archaeon	Archaea						uncultured archaeon
A0A097BUJ6	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGL6	uncultured archaeon	Archaea						uncultured archaeon
T1YXH9	uncultured archaeon	Archaea						uncultured archaeon
A0A516FH89	uncultured archaeon	Archaea						uncultured archaeon
A0A172MGP8	uncultured archaeon	Archaea						uncultured archaeon
A0A097BUB9	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AR76	uncultured archaeon	Archaea						uncultured archaeon
W5U6Z6	uncultured archaeon	Archaea						uncultured archaeon
A0A097BUA8	uncultured archaeon	Archaea						uncultured archaeon
A0A097BUD2	uncultured archaeon	Archaea						uncultured archaeon
W8GL46	uncultured archaeon	Archaea						uncultured archaeon
A0A7S6CZP4	uncultured archaeon	Archaea						uncultured archaeon
A0A346I6W4	uncultured archaeon	Archaea						uncultured archaeon
A0A7S6CZL0	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AR03	uncultured archaeon	Archaea						uncultured archaeon
K4F8M9	uncultured archaeon	Archaea						uncultured archaeon
T1YVJ0	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQL6	uncultured archaeon	Archaea						uncultured archaeon
A0A345GR43	uncultured archaeon	Archaea						uncultured archaeon
D0G746	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
B3Y8G0	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
C6L8K1	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A1ILW0	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
B3Y8G2	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A1ILT1	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
G3FH24	crenarchaeote SCGC AAA288-C17	Archaea	Crenarchaeota					crenarchaeote SCGC AAA288-C17
A0A1B1W655	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
G3FH08	crenarchaeote SCGC AAA008-L08	Archaea	Crenarchaeota					crenarchaeote SCGC AAA008-L08
A0A7S5ZWF3	uncultured archaeon	Archaea						uncultured archaeon
K4FAE1	uncultured archaeon	Archaea						uncultured archaeon
A0A7S6CZ29	uncultured archaeon	Archaea						uncultured archaeon
K4FAE8	uncultured archaeon	Archaea						uncultured archaeon
G3FH51	crenarchaeote SCGC AAA288-N15	Archaea	Crenarchaeota					crenarchaeote SCGC AAA288-N15
A0A346I4Q4	uncultured archaeon	Archaea						uncultured archaeon
A0A089ZWF4	uncultured archaeon	Archaea						uncultured archaeon
D0G6Y7	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
I1VCD8	uncultured archaeon	Archaea						uncultured archaeon
A1ILT0	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
E5RSR3	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
B1Q4K5	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
B1Q4K4	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G738	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
G3FH02	crenarchaeote SCGC AAA008-E17	Archaea	Crenarchaeota					crenarchaeote SCGC AAA008-E17
A0A089N5N5	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0RSF7	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHA3	uncultured archaeon	Archaea						uncultured archaeon
H9NHN0	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A0A516FGN2	uncultured archaeon	Archaea						uncultured archaeon
F1JUA0	uncultured archaeon	Archaea						uncultured archaeon
A0A1B1W646	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A1B1W6B1	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A345GRG0	uncultured archaeon	Archaea						uncultured archaeon
G3FGY3	crenarchaeote SCGC AAA001-L13	Archaea	Crenarchaeota					crenarchaeote SCGC AAA001-L13
W5U1R4	uncultured archaeon	Archaea						uncultured archaeon
W8P388	uncultured archaeon	Archaea						uncultured archaeon
A0A346I6Y2	uncultured archaeon	Archaea						uncultured archaeon
A0A0A1EGX8	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGB9	uncultured archaeon	Archaea						uncultured archaeon
D5L867	uncultured archaeon	Archaea						uncultured archaeon
K4FAF4	uncultured archaeon	Archaea						uncultured archaeon
A0A088N7K5	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5D0	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIM2	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5R7	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHL5	uncultured archaeon	Archaea						uncultured archaeon
T1Z370	uncultured archaeon	Archaea						uncultured archaeon
T2FPB3	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5Z7	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5K1	uncultured archaeon	Archaea						uncultured archaeon
K4F3M3	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJP3	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQM2	uncultured archaeon	Archaea						uncultured archaeon
A0A346I595	uncultured archaeon	Archaea						uncultured archaeon
A0A076VBL9	uncultured archaeon	Archaea						uncultured archaeon
A0A0S1YEG4	uncultured archaeon	Archaea						uncultured archaeon
A0A089N5M2	uncultured archaeon	Archaea						uncultured archaeon
E2J822	uncultured archaeon	Archaea						uncultured archaeon
A0A7S5ZWS0	uncultured archaeon	Archaea						uncultured archaeon
G3FJP9	uncultured archaeon	Archaea						uncultured archaeon
T1W408	uncultured archaeon	Archaea						uncultured archaeon
K4FAR0	uncultured archaeon	Archaea						uncultured archaeon
K4F3T5	uncultured archaeon	Archaea						uncultured archaeon
H6V8W7	uncultured archaeon	Archaea						uncultured archaeon
A0A1W5VLB5	uncultured archaeon	Archaea						uncultured archaeon
M4ZTZ7	uncultured archaeon	Archaea						uncultured archaeon
K4F462	uncultured archaeon	Archaea						uncultured archaeon
T1W2K3	uncultured archaeon	Archaea						uncultured archaeon
K4F4H5	uncultured archaeon	Archaea						uncultured archaeon
R4TR50	uncultured archaeon	Archaea						uncultured archaeon
W8GU75	uncultured archaeon	Archaea						uncultured archaeon
A0A345GRI2	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5I7	uncultured archaeon	Archaea						uncultured archaeon
T2FNW4	uncultured archaeon	Archaea						uncultured archaeon
G3FGY0	crenarchaeote SCGC AAA001-D19	Archaea	Crenarchaeota					crenarchaeote SCGC AAA001-D19
A0A1B1W645	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
I6T1H7	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A0A0A7RKD2	uncultured archaeon	Archaea						uncultured archaeon
A1ILS3	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A0A516FIL7	uncultured archaeon	Archaea						uncultured archaeon
A0A0A1EJ46	uncultured archaeon	Archaea						uncultured archaeon
W6JNF6	uncultured archaeon	Archaea						uncultured archaeon
K4F480	uncultured archaeon	Archaea						uncultured archaeon
A0A1X9ZIT7	uncultured archaeon	Archaea						uncultured archaeon
