Entry	Organism	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (CLASS)	Taxonomic lineage (ORDER)	Taxonomic lineage (FAMILY)	Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)
B3V9J2	uncultured Methylococcaceae bacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae		uncultured Methylococcaceae bacterium
F1CL00	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9Q7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M3UM43	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCT4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QF03	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LY39	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A088Q9E5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060IUA5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A1I9RGT6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4ACZ3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E366	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E5BBL3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9S7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QEZ8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YAB4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q9FDE9	uncultured proteobacterium pmoA-MO3	Bacteria	Proteobacteria					uncultured proteobacterium pmoA-MO3
K9LYF6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YAC5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A1I9RGT4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D3JLH9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9N0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6T2W2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKV3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
W5S3X5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCR8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S4VL02	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL57	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0K1YXQ2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CKZ5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E5BBN9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0K1YXR8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0B5AC64	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q9F9P3	methanotroph M8	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae		methanotroph M8
C7G3F2	uncultured Methylomonas sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	uncultured Methylomonas sp.
Q7WYP2	uncultured Methylocaldum sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	uncultured Methylocaldum sp.
G9G8B8	uncultured Methylocaldum sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	uncultured Methylocaldum sp.
C4R9K8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E5BBL5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060IPC5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL17	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A411P9K0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0B5AIJ1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL28	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E307	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6T300	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
I2APP2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M4S8C3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YA73	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q8KME9	Methylocystis sp. 494	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystis	Methylocystis sp. 494
A0A6H0QD46	uncultured Methylococcales bacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales			uncultured Methylococcales bacterium
G7ZKY1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QGA5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9L4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6T296	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E353	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKX5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QEY9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QEZ4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M3UM49	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9N2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A088Q764	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A411P9N5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A6H0QE71	uncultured Methylococcales bacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales			uncultured Methylococcales bacterium
G9G8C7	uncultured Methylocaldum sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	uncultured Methylocaldum sp.
K9LYW8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL78	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL70	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VH67	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M4RWJ0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E397	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
W5S570	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A068EZ46	NC10 bacterium enrichment culture clone CSTR 2-16	Bacteria	candidate division NC10					NC10 bacterium enrichment culture clone CSTR 2-16
Q4ACY8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M4RFJ2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A089FZC1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0K1YXK9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4AD31	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S5WVQ8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D0V8A6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9P3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q7WYP1	uncultured Methylocaldum sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	uncultured Methylocaldum sp.
Q5DV13	Methylosinus trichosporium	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	Methylosinus trichosporium
F1CL83	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
W5S9I7	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
G9G8B4	uncultured Methylocaldum sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	uncultured Methylocaldum sp.
Q7WYN7	uncultured Methylocaldum sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	uncultured Methylocaldum sp.
A0A1M4BK00	uncultured Methylocaldum sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	uncultured Methylocaldum sp.
E0YAD9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A411P9E6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL49	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QDG3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CKZ4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9R8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKW3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCV7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6T2W6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A089FVE6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
R4NV40	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C9EJ67	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
G0Z589	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
H9TQG4	uncultured Methylocystis sp.	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystis	uncultured Methylocystis sp.
C9EJ59	uncultured Methylomicrobium sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomicrobium	uncultured Methylomicrobium sp.
A0A2P1CYL1	uncultured Methylocystis sp.	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystis	uncultured Methylocystis sp.
A0A811C1E7	Methyloprofundus sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloprofundus	Methyloprofundus sp.
Q8GMX5	methanotroph K3-16	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae		methanotroph K3-16
Q8KM66	Methylosinus trichosporium	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	Methylosinus trichosporium
E0YAA4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9M020	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9M1A2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LYI3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S4VF21	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D0V871	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G8Z7P9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9M1B6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QDH6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YA74	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0K1YY65	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S4VES7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S4VL19	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9M2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKX6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VH33	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL42	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060IP06	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
X2JI62	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCQ5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LY18	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9M036	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060IVD5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D5FY60	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E5BBN2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0B5AD52	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
X2JFW9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCV1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A1W6R7E1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A411P9P5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E471	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCQ0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9M5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKX0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D5FY58	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4AD29	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D3JLH0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q8KMD1	Methylocystis sp. KS9	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystis	Methylocystis sp. KS9
G0Z597	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
G0Z594	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
W5S3Y6	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
W6JL76	Methylosinus sp. bd-3FA3	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	Methylosinus sp. bd-3FA3
K0A2S5	uncultured Methylocaldum sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	uncultured Methylocaldum sp.
S5WLZ5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL41	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4AD39	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LYE4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LYZ9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
R9UMG8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6T2W1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKV1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E5BBN8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
